id,zipcode,price,median_total_price,condition,status
9106000005,98115,1310000.0,1265390.3903903903,5,Não Compra
5101400871,98115,445500.0,469038.03803803807,3,Não Compra
7923600250,98007,450000.0,542473.1481481482,3,Não Compra
8730000270,98133,359000.0,336838.456284153,3,Não Compra
9178601660,98103,1695000.0,1195352.2935779816,3,Não Compra
6815100380,98103,855000.0,684087.1559633028,3,Não Compra
1786200010,98038,456500.0,440954.76190476195,3,Não Compra
4166600610,98023,335000.0,205118.38890485774,4,Não Compra
8149600265,98116,725000.0,665546.218487395,4,Não Compra
8562790720,98027,749950.0,660733.606557377,3,Não Compra
6752600320,98031,360000.0,317277.48691099475,3,Não Compra
1422700040,98188,183000.0,193050.0,3,Não Compra
7129304540,98118,440000.0,346776.33495145635,3,Não Compra
5057100110,98042,479349.0,513291.27212389384,3,Não Compra
3975400185,98103,645000.0,590475.2293577982,4,Não Compra
6699300330,98001,372000.0,418263.0115283105,3,Não Compra
2568200610,98052,751000.0,785690.5660377359,3,Não Compra
2316400285,98070,495000.0,628494.8741845294,3,Não Compra
642800130,98075,724500.0,812185.56863564,3,Não Compra
5457300478,98109,453500.0,427696.07843137253,4,Não Compra
2013801086,98198,245000.0,231034.4827586207,4,Não Compra
6145600900,98133,325000.0,287664.95901639346,3,Não Compra
3649100015,98028,480000.0,403137.417218543,3,Não Compra
8682262400,98053,419950.0,361828.76013212284,3,Não Compra
9542801310,98023,267000.0,365139.82705758367,3,Não Compra
2867300170,98023,498000.0,494902.6659959759,3,Não Compra
303800020,98092,425000.0,502737.7049180328,3,Não Compra
3025300250,98039,1620000.0,1327683.615819209,4,Não Compra
7424700045,98122,2050000.0,1363880.8139534884,5,Não Compra
9567800435,98011,465000.0,363052.87129571417,4,Não Compra
9828700685,98122,900000.0,548401.1627906977,3,Não Compra
3764650010,98034,500000.0,589744.8132780084,3,Não Compra
5634500234,98028,554990.0,465158.5583290881,3,Não Compra
8731730590,98031,242150.0,234031.41361256546,4,Não Compra
1922059135,98030,250000.0,172278.68852459016,4,Não Compra
2112700600,98106,415000.0,354400.3900808025,3,Não Compra
7399000360,98055,330000.0,300336.1403508772,4,Não Compra
1604590190,98075,775000.0,935016.1021638694,3,Não Compra
7327902612,98108,269500.0,194421.25984251968,3,Não Compra
1423200110,98058,180000.0,138967.13615023476,3,Não Compra
7760400480,98042,288000.0,218184.6238938053,3,Não Compra
2122049013,98198,204750.0,151724.1379310345,4,Não Compra
3445000274,98198,170000.0,167241.37931034484,4,Não Compra
2698200010,98055,165000.0,240967.3684210526,3,Não Compra
2734100395,98108,380000.0,158881.88976377953,3,Não Compra
3438500114,98106,377000.0,354400.3900808025,4,Não Compra
6661200260,98038,220000.0,176040.07936507938,3,Não Compra
7979900440,98155,600000.0,490984.0922385976,3,Não Compra
2597501190,98002,270000.0,306526.3157894737,3,Não Compra
1402620120,98058,440000.0,418638.4976525822,3,Não Compra
9151600106,98116,750000.0,682352.9411764706,4,Não Compra
8151600142,98146,319950.0,346580.3571428571,3,Não Compra
3362400640,98103,825000.0,723692.2018348625,5,Não Compra
9385200045,98116,729500.0,557983.1932773109,3,Não Compra
9550204620,98105,475000.0,672607.0038910506,3,Não Compra
3760500240,98034,435000.0,192308.09128630706,3,Não Compra
4307350200,98056,347000.0,344452.30138713744,3,Não Compra
422069067,98038,276500.0,406772.22222222225,4,Compra
5417600130,98065,301000.0,187750.92936802973,3,Não Compra
8146300180,98004,860000.0,892295.7198443579,4,Compra
7199330170,98052,450000.0,472513.2075471698,3,Não Compra
4139420190,98006,2480000.0,1531876.6756749526,3,Não Compra
3904921100,98029,674725.0,732960.8294930876,3,Não Compra
522069119,98038,550000.0,464882.53968253976,3,Não Compra
1337800855,98112,885000.0,932877.6041666666,5,Compra
1775700011,98077,390000.0,341528.65573079494,3,Não Compra
2524049108,98040,1380000.0,1524301.8310986592,4,Compra
7893203480,98198,205000.0,244827.58620689655,3,Não Compra
8955800045,98042,530000.0,331258.407079646,4,Não Compra
1180007375,98178,625000.0,709651.0054739268,3,Não Compra
9358000780,98126,275000.0,228230.19694603505,3,Não Compra
9485940290,98042,464950.0,374258.296460177,4,Não Compra
2769601250,98107,550000.0,528753.9989680083,3,Não Compra
7932000041,98058,602500.0,536760.5633802817,4,Não Compra
9136103130,98103,685000.0,392450.0,3,Não Compra
5153200356,98023,280000.0,327316.57803966664,3,Não Compra
8822900122,98125,325000.0,353010.62548562547,3,Não Compra
7299600700,98092,328000.0,334462.2950819672,3,Não Compra
2722059275,98042,536000.0,364702.76548672566,4,Não Compra
2783100230,98133,530000.0,476982.92349726777,5,Não Compra
9828700005,98122,440000.0,370348.8372093023,3,Não Compra
8685500020,98118,387000.0,371026.428304705,3,Não Compra
6206100075,98005,700000.0,626103.4202363987,4,Não Compra
9526600340,98052,729000.0,670309.4339622642,3,Não Compra
5536100020,98004,1190000.0,983346.3035019456,3,Não Compra
9407001770,98045,304950.0,284118.25017088174,3,Não Compra
9834200390,98144,670000.0,370008.5714285714,5,Não Compra
2473002650,98058,495000.0,416901.40845070424,5,Não Compra
7795810110,98045,390000.0,300954.8872180451,4,Não Compra
305500140,98058,365000.0,382159.6244131456,3,Não Compra
5680000260,98144,385000.0,245661.42857142855,3,Não Compra
6056111350,98108,439000.0,298948.8188976378,3,Não Compra
3361400980,98168,135000.0,99709.3023255814,3,Não Compra
2123700015,98118,228800.0,356476.3722927558,3,Não Compra
8682310310,98053,589000.0,495839.41203290905,3,Não Compra
7853380570,98065,701000.0,689107.8066914498,3,Não Compra
3336001515,98118,426250.0,390426.502987304,4,Não Compra
7936000252,98116,521000.0,352941.17647058825,4,Não Compra
2421059090,98092,640000.0,610147.5409836066,4,Não Compra
5428000070,98198,770000.0,818965.5172413794,3,Não Compra
3343901440,98056,379000.0,446967.86727616645,4,Compra
1326069188,98019,350000.0,323486.75013511075,3,Não Compra
2473350470,98058,330000.0,250140.84507042254,4,Não Compra
4273000095,98166,340000.0,297709.65468639886,3,Não Compra
1138010180,98034,399950.0,387180.29045643157,3,Não Compra
1445500100,98005,900000.0,793696.7599966469,3,Não Compra
9266700190,98103,245000.0,140417.88990825688,4,Não Compra
5255300150,98011,510000.0,431678.7189186845,4,Não Compra
5127100100,98059,382880.0,318868.778280543,4,Não Compra
9353300820,98059,310000.0,246040.72398190046,4,Não Compra
5540800100,98103,245000.0,327641.74311926606,4,Compra
3333000655,98118,334000.0,215825.8308439134,3,Não Compra
1732800199,98119,935000.0,699976.6666666667,3,Não Compra
4045800030,98052,739000.0,609871.6981132076,4,Não Compra
5583200345,98118,422000.0,181875.7001493652,4,Não Compra
7104100110,98136,899000.0,795416.6666666667,3,Não Compra
1934800162,98122,386180.0,341860.465116279,3,Não Compra
3422059208,98042,390000.0,307369.5796460177,4,Não Compra
2817100430,98070,389000.0,525007.7663870767,4,Compra
2877103615,98103,870000.0,853308.7155963304,3,Não Compra
1925069082,98052,2200000.0,1274686.7924528304,5,Não Compra
2473350790,98058,371000.0,342206.57276995305,3,Não Compra
2738650030,98072,552500.0,593105.8282208589,3,Não Compra
5694501195,98103,438600.0,259233.0275229358,3,Não Compra
2917200645,98133,575000.0,496652.3224043716,4,Não Compra
6046400755,98103,475000.0,727292.6605504587,5,Compra
4389201095,98004,3650000.0,2285369.6498054476,3,Não Compra
6798100070,98125,467000.0,323814.25796425797,3,Não Compra
6639900219,98033,419900.0,528544.3786982249,3,Não Compra
1695900060,98144,535000.0,488290.0,4,Não Compra
1591600307,98146,360000.0,366848.21428571426,5,Compra
3343300644,98056,343000.0,227584.55627364438,5,Não Compra
6324000090,98116,210000.0,332773.1092436975,1,Não Compra
1240700006,98074,870000.0,593920.0,3,Não Compra
5651010150,98011,435000.0,427251.2448784929,4,Não Compra
7852170140,98065,650000.0,656096.6542750929,3,Não Compra
2493200325,98136,589500.0,460000.0,4,Não Compra
871000435,98199,812000.0,843750.8949346697,4,Compra
7429000130,98031,515000.0,468062.8272251309,3,Não Compra
2215900410,98038,323000.0,341825.39682539686,4,Compra
122029066,98070,490000.0,509863.3115874495,4,Compra
8944550050,98118,448500.0,504401.94174757286,3,Não Compra
2424059174,98006,1999950.0,1627078.0509993846,3,Não Compra
8820903080,98125,455000.0,241533.58585858587,3,Não Compra
1118000320,98112,3400000.0,1806390.2698863638,3,Não Compra
629811340,98074,770000.0,716800.0,3,Não Compra
7302000610,98053,316000.0,568205.1640593336,3,Não Compra
8651410090,98042,209000.0,133777.4336283186,5,Não Compra
2359300030,98115,565000.0,307068.06806806807,3,Não Compra
6021502070,98117,600000.0,488473.7158908507,3,Não Compra
4025300135,98155,451000.0,422529.5793784085,3,Não Compra
2968801085,98166,334000.0,357251.58562367863,4,Compra
6119700030,98166,699950.0,781275.1937984496,3,Não Compra
1720069075,98022,530000.0,408333.3333333333,3,Não Compra
5104540330,98038,679000.0,628958.7301587302,3,Não Compra
3782400040,98019,396000.0,331376.6708701135,3,Não Compra
3751600409,98001,510000.0,599853.9598432424,3,Não Compra
2920700220,98117,275000.0,315256.0861423221,3,Não Compra
6450302545,98133,443000.0,314710.3825136612,4,Não Compra
2133010110,98019,455000.0,349128.99252386956,3,Não Compra
8125200480,98166,422000.0,491220.9302325581,3,Não Compra
9353301070,98059,342500.0,413348.41628959274,4,Compra
1924059254,98040,1295000.0,1313534.1705023015,4,Compra
254000695,98146,410000.0,241187.5,4,Não Compra
3885805035,98033,687500.0,337230.76923076925,4,Não Compra
6822100750,98199,700000.0,531775.7741184894,5,Não Compra
251610020,98004,1580000.0,1584280.1556420233,4,Compra
3449000200,98059,360000.0,395633.48416289594,4,Compra
1921069101,98092,399000.0,323721.31147540984,3,Não Compra
7883605915,98108,337500.0,213236.22047244094,3,Não Compra
8025700460,98031,279000.0,289005.23560209427,3,Não Compra
1796370180,98042,260000.0,256406.74778761063,4,Não Compra
2517010630,98042,410000.0,528739.3805309734,4,Compra
7888400500,98198,285000.0,317241.37931034487,4,Compra
2126049083,98125,324500.0,345047.9797979798,3,Não Compra
4051100390,98042,240000.0,208629.09292035399,4,Não Compra
3277801586,98126,380000.0,417963.73416623287,3,Não Compra
1223039195,98146,465000.0,472241.0714285714,3,Não Compra
1432900240,98058,205000.0,279671.36150234746,4,Compra
322069010,98038,435000.0,439245.63492063497,4,Compra
3325069025,98074,500000.0,512000.0,3,Não Compra
3964400120,98144,512500.0,491322.8571428571,5,Não Compra
2896400210,98072,455000.0,430909.5405033179,3,Não Compra
1432400120,98058,255000.0,175446.00938967138,4,Não Compra
3876200070,98034,460000.0,389744.39834024897,3,Não Compra
3083000365,98144,330000.0,354844.2857142857,3,Não Compra
8078490090,98022,245000.0,278333.3333333333,3,Não Compra
3224059107,98056,649500.0,645848.0651008828,3,Não Compra
1109000175,98118,370000.0,472876.8203883496,4,Compra
7132300540,98144,450000.0,524684.2857142857,3,Não Compra
8819900449,98105,395000.0,430155.64202334627,3,Não Compra
126039394,98177,525000.0,626822.8360309642,4,Compra
8011100050,98056,350000.0,250137.98076923078,4,Não Compra
3179100180,98105,1540000.0,1141867.7042801557,3,Não Compra
7972600910,98106,433000.0,397619.949846754,4,Não Compra
8946750020,98092,264000.0,231527.868852459,3,Não Compra
4178500640,98042,306000.0,299406.6371681416,4,Não Compra
2215901230,98038,254000.0,251241.6666666667,4,Não Compra
9169100175,98136,700000.0,795416.6666666667,4,Compra
1250201680,98144,934550.0,703622.8571428572,4,Não Compra
925069111,98053,568000.0,471717.49469076755,3,Não Compra
2407900550,98059,448000.0,438936.6515837104,3,Não Compra
1036000610,98052,639500.0,552181.1320754717,4,Não Compra
1422069070,98038,472000.0,317897.6190476191,3,Não Compra
6179900090,98028,415000.0,392062.2134488028,4,Não Compra
3222049112,98198,449900.0,479310.3448275862,3,Não Compra
2767600635,98117,742500.0,699799.2241840556,3,Não Compra
6064800090,98118,365000.0,475301.82972367445,3,Não Compra
1843130360,98042,295000.0,323295.4646017699,3,Não Compra
1310700330,98032,310000.0,260340.13605442178,4,Não Compra
2472950170,98058,365000.0,496807.51173708925,3,Não Compra
625069064,98053,625000.0,688814.7507700413,3,Não Compra
6788200800,98112,1185000.0,1208500.5326704546,3,Não Compra
2895550050,98001,280000.0,228277.34784115537,3,Não Compra
2253200010,98056,390000.0,492074.71626733924,5,Compra
7165700110,98118,280000.0,337076.2976101569,3,Não Compra
1245500250,98033,555500.0,298319.52662721893,4,Não Compra
9274200735,98116,567500.0,736134.4537815126,3,Não Compra
2832100270,98125,306888.0,514917.75446775445,3,Não Compra
8718500095,98028,415000.0,385417.0911869587,3,Não Compra
1453602283,98125,342000.0,350356.41025641025,3,Não Compra
2781240050,98038,349950.0,280296.82539682544,3,Não Compra
6400700220,98033,450000.0,499360.94674556213,4,Compra
3585300415,98177,620000.0,457853.2019704434,3,Não Compra
2619950310,98019,489500.0,538487.0901639344,3,Não Compra
7000100631,98004,730000.0,1224630.3501945524,4,Compra
2025701190,98038,295000.0,259787.30158730163,4,Não Compra
2887700560,98115,616500.0,701869.8698698699,5,Compra
1393800005,98126,355000.0,247478.52680895367,3,Não Compra
2423020180,98033,670000.0,661491.124260355,3,Não Compra
3876540600,98003,273000.0,299480.79644626146,3,Não Compra
6021500320,98117,709000.0,751764.5131086143,3,Não Compra
1724069060,98075,1075000.0,388545.5652423586,3,Não Compra
2320069111,98022,449999.0,381666.6666666666,5,Não Compra
8827901415,98105,613000.0,574844.3579766537,4,Não Compra
4229400015,98116,570000.0,346218.487394958,3,Não Compra
1797501275,98105,665000.0,1044105.0583657587,4,Compra
7446500010,98011,664500.0,679617.2651694162,3,Não Compra
620069061,98092,450000.0,429639.34426229505,3,Não Compra
3438500168,98106,325000.0,229063.66675954306,5,Não Compra
1332200100,98031,393000.0,414816.75392670155,3,Não Compra
4131500190,98003,379000.0,434945.42613413,3,Não Compra
3797310230,98022,314950.0,293333.3333333333,3,Não Compra
7575610760,98003,290000.0,251377.66333831273,4,Não Compra
6821101895,98199,680000.0,758666.7710757115,4,Compra
2804600155,98112,1350000.0,848070.5492424242,4,Não Compra
293000180,98126,370000.0,250228.28821794203,2,Não Compra
3333500151,98118,598200.0,722652.7819268111,3,Não Compra
3303960250,98059,1050000.0,791266.9683257919,3,Não Compra
3288100290,98034,605000.0,828206.8464730291,4,Compra
3438501450,98106,382000.0,188005.08498188911,3,Não Compra
1774220070,98077,550000.0,627346.9633636588,3,Não Compra
5559200065,98023,306500.0,206573.1292517007,4,Não Compra
3304300300,98059,579950.0,484208.1447963801,3,Não Compra
4137020910,98092,297300.0,295377.04918032786,3,Não Compra
4217401035,98105,1482500.0,1286556.420233463,3,Não Compra
8029740060,98056,345000.0,397760.39564943255,3,Não Compra
7349650490,98002,285000.0,235789.47368421053,3,Não Compra
2310000430,98038,284000.0,270042.06349206355,4,Não Compra
7237501380,98059,1267500.0,913303.1674208145,3,Não Compra
9558050230,98058,590000.0,599295.7746478873,3,Não Compra
7443000480,98119,865000.0,1145795.138888889,3,Não Compra
